,index,Unnamed: 0,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,maker,Phone/Problems,Great/Price/Happy,Speed/Camera/Video,Samsung/Movies/Music,Memory/Love,Photos,Camera/Video,date
10,1336624,1336624,B007WTAJTO,"[0, 0]",5,"I like this SD Card because it can take music video downloads, personal videos, files,docs, and multimedia images with a fast transfer rate of Class 10 speed. It can take games with large files very easily and still have enough space for apps. It&#34;s great for video cameras and camcorders with the supplied adapter. Fits very easily into smartphones and tablets SD Card slots. I recommend this 32GB SD Card to everyone.","05 11, 2013",A1RTQROTWR5NCB,808TREX50,32GB MicroSD Card.,1368230400,sandisk,0.3139993330796741,0.06957145738887163,0.08008057988238369,0.0034144730937738454,0.526115573462851,0.003415042983886579,0.0034035401085592046,05/11/2013
11,1336625,1336625,B007WTAJTO,"[0, 0]",3,"It works, but file writes are a bit slower than expected on a USB3 reader.Also, both reads and writes are FASTER with the card inside the standard-size SD adapter (15 MB/s vs 10 write; 45 MB/s vs 22 MB/s read) on the same card reader.  Can't figure why...","11 20, 2013",A2Q3ICGWZLY3JJ,98020,"It works, but not as fast as expected",1384905600,sandisk,0.0065022413779653185,0.006524534101991729,0.00650296880091364,0.07957304813281316,0.006527982643036536,0.6223748538726562,0.27199437107062335,11/20/2013
12,1336626,1336626,B007WTAJTO,"[0, 0]",5,THE NAME OF ITSELF SPEAKS OUT. GO SANDISK GO!,"07 4, 2014",AN2VFTXYW1SZU,9z4cda,A RENOUND NAME BRAND,1404432000,sandisk,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,0.14285714285714288,07/04/2014
13,1336627,1336627,B007WTAJTO,"[0, 0]",5,"Solid SDHC card that is fast (at reading and writing) fast (for recording video and pics), has great capacity, and is reasonably priced. I have had no issues with it.Overall, highly recommend.","11 21, 2013",AVHN134ADVP4R,"A4Q96 ""Gadget Lover""",Great SDHC card,1384992000,sandisk,0.0507399070318915,0.1886245318647809,0.006234794579840749,0.006237860481851172,0.2941933837486292,0.0062166017900384275,0.4477529205029681,11/21/2013
14,1336628,1336628,B007WTAJTO,"[0, 0]",5,"Heard that the card's write speed is insufficient, however I have used it extensively and haven't had a single problem with it!!","02 17, 2014",A3EA7KGYC8LB0,"Aaron ""Aaron""",Use it for my GoPro Hero 3+ Black,1392595200,sandisk,0.014289783837214982,0.373102374404077,0.014286905484549865,0.014293933111278667,0.014300819397007305,0.5554182540938157,0.014307929672056416,02/17/2014
15,1336629,1336629,B007WTAJTO,"[0, 0]",5,"I bought this to use with my go pro hero 3 black edition. It requires a class 10 MicroSDXC card. So far I've had no issues with it. Fast read/write, came with adapter, small packaging, but that's all it needed! Comes with a nice hard plastic case to keep both dry and together if needed.","01 4, 2013",A29RI184HRX66H,"Aaron ""Aaron""","Awesome price, great brand name",1357257600,sandisk,0.004005696147756645,0.0925346821033979,0.003985391814091934,0.003974627146642492,0.04813224402726755,0.0039762538104524585,0.843391104950391,01/04/2013
16,1336630,1336630,B007WTAJTO,"[0, 0]",5,got this because i had a 2 GB one that filled up. i kept getting the insufficient disk space on my phone. my kids take my phone and do selfies. mostly my daughter. I had to get a bigger card. the 2GB one was a carry over from an old phone.needless to say this was sweet. plenty of space. and i dont have to delete pictures anymore. well for now at least.my daughter loves selfies.,"03 2, 2014",A2G9ZHVA6IOGBY,Aaron Alvarez,great price. fast,1393718400,sandisk,0.08814429059113504,0.005504366171466098,0.694333101981008,0.0684147615950086,0.005497485414799402,0.005509950141432455,0.13259604410515047,03/02/2014
17,1336631,1336631,B007WTAJTO,"[0, 1]",5,"Class 10 Speed Rating for Seamless Full HD VideoThe SanDisk Ultra UHS-I card features a Class 10 and UHS Speed Class 1 (U1) rating, the highest video performance available for recording uninterrupted Full HD** video.Flawless App PerformanceThis card can retrieve stored data almost instantly, thanks to its up to 30MB/s read capability and fast bus interface. The SanDisk Ultra microSDHC and microSDXC UHS-I cards offer faster app loading and smoother, more fluid app performance.Storage Capacities Up to 64GBThis card has plenty of room to accommodate Full HD videos, MP3s, apps, and other memory-intensive mobile files. Available in sizes up to 64GB, it can store all the apps, music, and video you want.Android App for Easy File ManagementThe included SanDisk Memory Zone app lets you easily view, access, and backup all of your digital files from your phone's memory, additional memory card, and cloud service all in one convenient place. Using the app, you can easily move files from your card to a number of cloud storage services.Durable DesignSanDisk Ultra UHS-I memory cards can capture memories from -13 to 185 degrees Fahrenheit with a shockproof, waterproof, and X-ray-proof design. Your mobile device may not survive, but your SanDisk memory card will.","07 4, 2013",A1OATGH4DF0RF0,Aaron F. Virginie,Get Fast Load Times,1372896000,sandisk,0.5161994247307953,0.001330666004261598,0.0013293844100303472,0.05350306885725669,0.21288727594038778,0.050823719006019806,0.16392646105124847,07/04/2013
18,1336632,1336632,B007WTAJTO,"[0, 0]",5,The read and write speeds are better than the Samsung SD card that I had previously. I would not hesitate to buy another one of these great Micro SD cards from SanDisk. I also own their Clip plus MP3 player and it works very well. I think I'm becoming a fan of the SanDisk products.,"05 2, 2014",A1V6CQACZ9IOLC,Aaron Graves,Very good little Micro SD card,1398988800,sandisk,0.1423527832818625,0.22058678102803608,0.004966056550769608,0.004933040445574125,0.1023655184853642,0.004939934486876122,0.5198558857215174,05/02/2014
19,1336633,1336633,B007WTAJTO,"[0, 0]",5,This works with the NL1520.  No video stuttering like with the 64gb.  Blah blah blah blah to fill in the rest.,"01 7, 2014",A2ELBSIZ26GKM2,Aaron,works,1389052800,sandisk,0.017982727109608052,0.017924531957342046,0.01787744994872264,0.6332512707493609,0.017966182698465786,0.017885422729677747,0.2771124148068228,01/07/2014
20,1336634,1336634,B007WTAJTO,"[0, 0]",5,Works as expected.  High transfer speed.  Nice to have extra microSD adapters lying around since I always seem to misplace them.  Mainly bought it to use in my Nikon DSLR since I can put the card directly into my (CM modded) Nook HD+ tablet in the field and view my images on a larger screen.,"10 27, 2013",A6AL9BZ0JALUP,Aaron,Works,1382832000,sandisk,0.15956924392404828,0.7279582069764543,0.005513066969813927,0.005501649447455214,0.005501977631956926,0.005502458632058528,0.0904533964182128,10/27/2013
21,1336635,1336635,B007WTAJTO,"[0, 0]",5,"Works great in a Samsung Galaxy S3.  Formatted straight away, full size there.  I can't really tell the speed difference between this one and a slower card it replaced.  I guess the IO in the phone can't take advantage.","12 29, 2013",A80SHWURCS1KD,Aaron,Good with Galaxy S3,1388275200,sandisk,0.04790509630744931,0.5699092450183584,0.25177672185273225,0.005953804394612153,0.005961953329737439,0.005960258989819256,0.1125329201072911,12/29/2013
22,1336636,1336636,B007WTAJTO,"[0, 0]",5,SanDisk never disappoints. As always SanDisk products are worth every penny. Nice product and quality and works great. I recommend this product to everyone.,"11 5, 2013",ATSVUBE2115N1,Aaron Madden,Never disappoints,1383609600,sandisk,0.23569557017412504,0.07425647290809988,0.008934630665393462,0.008930538392555969,0.6543212557863013,0.008928573928933354,0.00893295814459085,11/05/2013
23,1336637,1336637,B007WTAJTO,"[0, 0]",5,"Good price, works flawless in my Samsung S4! Normal SanDisk quality! That is why I go with this brand and only this brand..","04 4, 2014",A3R54B4AFAV3PD,aaron mckaig,Great,1396569600,sandisk,0.010252958656117753,0.010223975316432795,0.08278254252641169,0.010205993272408412,0.8661116575950658,0.010204082879244982,0.010218789754318645,04/04/2014
24,1336638,1336638,B007WTAJTO,"[0, 0]",5,San disk is hard to beat.  You will pay more for the brand but you get a quality product.  Would purchase again.,"03 23, 2014",A243XIFG20QRQW,Aaron Nash,Perfect,1395532800,sandisk,0.4138015128942593,0.01299549508698663,0.01299150799316827,0.012987014605738598,0.5212230594078766,0.012987014608224432,0.013014395403746002,03/23/2014
25,1336639,1336639,B007WTAJTO,"[0, 0]",5,Installed in my Blackberry Q10 SQN100-1 and formatted. Works just fine. Plenty of storage space for pictures and videos of my son at the park.,"01 28, 2014",A9DQ4Q5LPUCYJ,Aaron Smith,It does the job.,1390867200,sandisk,0.009526356039944561,0.009527307813081348,0.8662418399056359,0.009531075992371676,0.08608333741849271,0.009538974961249102,0.00955110786922481,01/28/2014
26,1336640,1336640,B007WTAJTO,"[1, 2]",5,"I just received my card, it is the class 10 64GB with the correct serial#SDSDQUA-064G-A11A. I received it in an unopened SanDisk packaging. I am going to use it on my HTC Rezound, I hope it works. From what I have read, it will work after reformatting the disk. I will update this review if I have any issues using it, if not, my rating will remain unchanged...","07 26, 2012",A1U9QJQW3XPRL2,Aaron T. Swain,64 GB,1343260800,sandisk,0.05435264951403247,0.00531093216630451,0.005294709583544711,0.3837824609647905,0.005297569142843112,0.005302569606474203,0.5406591090220103,07/26/2012
27,1336641,1336641,B007WTAJTO,"[0, 0]",5,"Stuck it in my S2, formatted in settings, works great! Already filled with music, pics and videos...  Get this card, format it right, and you'll have no problems.  If your phone won't do it right, should have got a Samsung! haha...","11 21, 2012",A3PIINTTBEA5C3,A. Atkinson,Perfect and Fast in my S2!!,1353456000,sandisk,0.4027772632484822,0.0059561850411139336,0.17512673441439444,0.005965496316236335,0.19842535375097328,0.06647457301729606,0.14527439421150376,11/21/2012
28,1336642,1336642,B007WTAJTO,"[1, 1]",5,"I purchased two of these one for my Samsung tablet and one for my samsung galaxy note. Great hardware that is truly speedy, responsive and meets my needs!","12 28, 2012",A2U4VW7FAB7W9A,ABailey8833,Great product!,1356652800,sandisk,0.10365785203906774,0.008404936338865559,0.2295336353390487,0.008426934156996524,0.008422365972374977,0.6331463783929967,0.008407897760649752,12/28/2012
29,1336643,1336643,B007WTAJTO,"[0, 0]",5,"As advertised, specs match.  As long as the device you as using it in can handle it (i.e. USB 3.0, not some crapple bs) it delivers the advertised speed.  P.S. The speed is READ, not WRITE, but you knew that, right?","10 25, 2013",ADAVEDQ2BK3XE,abbadon,Works.,1382659200,sandisk,0.010262753227621232,0.9383928230657098,0.010258655991598363,0.010229907614394032,0.010242693853218876,0.010348952356790727,0.0102642138906669,10/25/2013
30,1336644,1336644,B007WTAJTO,"[0, 0]",5,This item is great!  I can't believe how small it is.  Imagine 64gb this size back in the 70's when they had whole buildings full of computers that couldn't pack this much space!  Great item.,"10 16, 2013",A25TM6Q7ROIR0Y,ABC317,Great Product!!!,1381881600,sandisk,0.011918496758334996,0.011956059687166095,0.23192060287840643,0.13922526873294444,0.011992722529487356,0.34707906133555144,0.24590778807810929,10/16/2013
31,1336645,1336645,B007WTAJTO,"[0, 0]",5,"I've been trying for a while to get a hold of a 32GB Micro SD for my phone and tablet.  It's pretty fast compared to the 16GB cards I've been using.  I really saw the performance boost with my phone, which I have many apps, pictures, music, and other documents on.  The phone boots fully stable in about 2 mins as apposed to 5-6 mins.  My computer also can write to these cards much faster than the 16GB ones I was using.  If you phone, tablet or any other device can support it I recommend you purchase these.  Also you pay like half the price using Amazon as opposed to other retail stores who's price is at least double or more.  I've seen these same cards going for about $72 in my area.","04 15, 2013",A2QVJ0I3RAQHTS,Abdul Purnell Askew SR,Great Micro SD card,1365984000,sandisk,0.17724608634210678,0.5661088678811943,0.14611938525841064,0.02480254234522306,0.0025647303798171277,0.002562823886148061,0.08059556390710018,04/15/2013
32,1336646,1336646,B007WTAJTO,"[0, 0]",1,"I bought 2 of those SanDisk 32 GB microSD , used them on my Galaxy Note and Galaxy S4First one , my phone started saying it was removed , then recognize it again :) then diedI thought it's just a luck , plugged in the 2nd one :) stayed for about 2 months and died suddenly ! and lost everythingnever buying from SanDisk again .. ever","08 3, 2013",AF24M1HKIZ7QC,"Abdulrahman J. Alrashed ""dr34m3r""",Bought 2 :) Died,1375488000,sandisk,0.7710285497768936,0.004763227892286975,0.20509808230593451,0.004768058682398301,0.004768506780586008,0.004769265875236452,0.004804308686664163,08/03/2013
33,1336647,1336647,B007WTAJTO,"[0, 0]",4,The memory card is an excellent condition and work as described. Dependable and easy to use. An excellent choice for the enthusiast who requires more storage.,"09 11, 2012",A1KIF9Z5VFPH7H,"Abel Feliciano ""Ace Master""",Excellent product.,1347321600,sandisk,0.008931503889344708,0.11288382283484845,0.6031965643394661,0.008957951755504939,0.00893952504393547,0.008985195955748941,0.24810543618115136,09/11/2012
34,1336648,1336648,B007WTAJTO,"[0, 0]",5,I've got a couple of these in varying sizes. I've had no problems and no complaints about speed. I always end up buying more because the prices are so low for what you get.,"08 18, 2013",A747BB4QM2SWW,A. Bell,several sizes. zero issues.,1376784000,sandisk,0.013009313877865124,0.10494502026799181,0.012998318848512993,0.012997297289095613,0.6558597389685354,0.18716090721143372,0.013029403536565393,08/18/2013
35,1336649,1336649,B007WTAJTO,"[0, 0]",5,I only had 8 gigs of memory on my Note 2 and was running out of room. Now I have so much memory space available I don't know what to do with it.,"05 10, 2014",A228CMRTDIS8S9,A. Berrios,Great card,1399680000,sandisk,0.009525745371519886,0.009526985948513643,0.2636086519736643,0.688722447352467,0.009532767039120633,0.009532102619040654,0.009551299695673896,05/10/2014
36,1336650,1336650,B007WTAJTO,"[0, 0]",5,Bought it for my Surface Pro. I've had it in there for a few months and I've had no problems. Very fast and stable.,"07 30, 2013",A2OP1LOKO6P5W4,Abe The Babe,Works great!,1375142400,sandisk,0.12758532211840906,0.014359163196450123,0.09957565093986578,0.7155033697055548,0.014350862350902943,0.014323717235344927,0.014301914453472188,07/30/2013
37,1336651,1336651,B007WTAJTO,"[1, 1]",5,I would recommend this card to everyone.Data Transfer speeds - excellent with this card on my Galaxy S2.  Didn't need to format the card or anything. I am 100% satisfied.,"10 7, 2012",AKVRSGKPY2C4R,Abhi gautam,100% satisfied. Recommend to all.,1349568000,sandisk,0.007158761116050101,0.007183570456077279,0.22825583341548517,0.00714552832349374,0.007178914138426074,0.007159902719413758,0.7359174898310539,10/07/2012
38,1336652,1336652,B007WTAJTO,"[0, 0]",1,"I bougth this micro SD card after some trubles with other that i got from Kingston, i can tell that SanDisk is other quality, this is the best, my i9300 phone can read a 64GB very fast, the dta transfer speed from my pc to my is amazing, if you are looking for additional storage to you phone, for music, pictures and other type of files, this is for you.Pros-Very good quality materials of construction-Amazing speedUpdate after one year this memory is damaged I can not delete or put new files on it, I can not format this memory, I tried to format with my phone, with my pc, with a camera and nothing, now this is like a 64gb cd, the data in the memory is only available to read but I can not move, or delete it, I bought this memory to be used to backup all my data of my android device but now is only a readable memory I can not write data on it any more, I hope sandisk make a better products in the future!!! Total disagree I will buy a Samsung memory card expected a better quality.","02 19, 2013",A1FKE13D77L3Y3,Abraham Arturo Meza Marin,Stop working after 1 year,1361232000,sandisk,0.10078332343547261,0.0593187949412606,0.09580375818065956,0.24575311884703852,0.20715233039861988,0.05521821102601101,0.2359704631709377,02/19/2013
39,1336653,1336653,B007WTAJTO,"[0, 0]",5,"Using this in a contout gps camera,  don't waste your time buying any other brand it will be a waste. Buy the best to start with.","08 12, 2013",A31SZHOH3EMTVF,Abraham,crazy fast,1376265600,sandisk,0.011963797417775616,0.011914199446314597,0.011909264055515964,0.623173547597665,0.31717058811890625,0.0119394337135933,0.011929169650229304,08/12/2013
40,1336654,1336654,B007WTAJTO,"[0, 0]",5,"This is a fantastic little drive, has all the gigabytes it says, works in all ways I can discern and I use it to hold the flac recordings I play on my excellent Fiio X5 digital audio player. This is the real thing and not one of the fakes that, evidently, are out there.","07 9, 2014",A3433V6H1NDFGP,"Abraham Kovler ""ripvanlink""",This is a fantastic little drive,1404864000,sandisk,0.008416184865487704,0.7488314366555084,0.008422056683395128,0.008450086657382491,0.03521266953204626,0.182239257533111,0.008428308073068847,07/09/2014
41,1336655,1336655,B007WTAJTO,"[0, 0]",5,"I am very happy with this Micro SD.  I could tell the difference in the response time in my BB curve as well as my Asus tablet.  If you want something that can transfer files Photos, Videos, and Music faster this is the Micro SD card for you. Now I will say this there are faster cards out there but not at this price.  This does the trick for my devices.  Now it you are a Professional Photographer you might want to go with the Ultra 3 Micro SD but if you are an everyday user this will work wonders for you device.","08 13, 2012",A27PGCCMGJSH3X,Abram Vargas,Verry happy,1344816000,sandisk,0.2169919618676571,0.11287361124559923,0.003867686693450052,0.003880617316728008,0.0038882665788028924,0.6546235382567557,0.003874318041007083,08/13/2012
42,1336656,1336656,B007WTAJTO,"[0, 0]",5,"I've purchased several of these little babies over the years, and I always buy SanDisk. I've never had one fail, the price is great for the amount of storage you get.","03 10, 2014",A28PQ9EX1MDCXP,A. Brattoli,SanDisk quality,1394409600,sandisk,0.6256997785122818,0.011018162589574498,0.011007662121632528,0.011001658964751818,0.3192642250457494,0.011005297870371302,0.01100321489563892,03/10/2014
43,1336657,1336657,B007WTAJTO,"[0, 1]",1,"Ordered this for a Galaxy S3.  Lasted a few months and then broke.  Is not accessible on several different PC's.Says ""limited lifetime"" warranty - BS.  You have ONE MONTH for Eco Zone.  Not only did I lose pictures but now I am out $$ because of a crappy return policy.In the future I will be buying Kingston, not Sandisk.-----------------Update:  Amazon Customer service made good and refunded my purchase price.  I still will not be buying any more Sandisk memory cards however...","07 20, 2013",A1X1FX3NSOFCT3,"Abused Commuter ""abused_commuter""",Beware... goes bad and takes your pics with it,1374278400,sandisk,0.005137045755093005,0.005120085669173097,0.005160582247791546,0.3581677208731213,0.16819769985084285,0.005127064605287271,0.45308980099869106,07/20/2013
44,1336658,1336658,B007WTAJTO,"[0, 0]",4,"more like 8mb/s in my Note 10.1 and that's using SanDisk's own app. A bit faster in my Note II, but still a disappointment for devices with quad core processors. Not sure if it's the card or the device, so benefit of the doubt and four stars.","01 6, 2013",A3RV1L35IPTV61,abushaheed,Not bad,1357430400,sandisk,0.007157472868703503,0.00718861474330693,0.2115358361948735,0.007147913066905732,0.007149337115978939,0.6684210496605766,0.09139977634965481,01/06/2013
45,1336659,1336659,B007WTAJTO,"[0, 0]",5,"not much to say other than plug and play, good quality and fits a lot of video ...good good good","02 17, 2014",A2RRKGVZR7YSNJ,"A. Bystricky ""Tony B.""",good,1392595200,sandisk,0.009528887195660024,0.009546882379442768,0.009531469927466847,0.6510015416057999,0.3013188053405166,0.009542078460693049,0.009530335090420857,02/17/2014
46,1336660,1336660,B007WTAJTO,"[0, 0]",5,"A new camcorder required fast SD (micro) and SanDisk products have always provided first class service, so the extra cost is well worth it.","04 3, 2014",AGX2K0FMS0IVL,AC500Driver,"Fast, very fast",1396483200,sandisk,0.6766186563054608,0.10092712904014632,0.008952808280833481,0.008934941124286225,0.008951595295917757,0.008941753695484552,0.18667311625787092,04/03/2014
47,1336661,1336661,B007WTAJTO,"[0, 0]",5,"This tiny marvel does what it claims.  The only possible problem is that it is SO small that you may lose it if you happen to drop it during handling.  But with 16 GB capacity, you won't be handling it often.","04 29, 2014",A32WSJTH8ZWZC4,"A. Carr ""game hater""","Very small, huge capacity",1398729600,sandisk,0.6957699199426882,0.011037970885442306,0.01101794071685394,0.010992183427743362,0.010999338238452491,0.1149835434635915,0.1451991033252284,04/29/2014
48,1336662,1336662,B007WTAJTO,"[0, 0]",5,It does the job and the price was right. It came quickly so I'm very happy for the purchase.  I would recommend it and would but it again.,"01 19, 2014",AQKJYY46WQWO7,acballer,Works great,1390089600,sandisk,0.01299943141230377,0.012996502700442081,0.012990689767512031,0.013043388954751748,0.9219298163794863,0.01298747093532899,0.013052699850175147,01/19/2014
49,1336663,1336663,B007WTAJTO,"[0, 0]",2,"I used this for a few months in my phone, then it decided to quit mounting. I lost some pictures of pets who died shortly after. I got a replacement card, but I had to send in the old one, giving up any chance of recovering its contents. The new one's worked fine, but failing after 3 months in inexcusable.","01 31, 2014",A2RJ7DAL63MN1F,Ace of Sevens,Worked for a few months,1391126400,sandisk,0.1138248388322378,0.005524754041999363,0.00553457009295736,0.0055429172785709845,0.3948097982974488,0.005507285421172806,0.4692558360356129,01/31/2014
50,1336664,1336664,B007WTAJTO,"[0, 0]",5,"A memory card either works or it doesn't. This was always going to be a one star or five star review - no middle ground.The adapter is a nice bonus too, though I don't think I have anything to use it with.","07 21, 2013",A7IRR3TLZK2C5,ac,"It works, what else is there?",1374364800,sandisk,0.007525290869348882,0.007528497211145525,0.240607110859637,0.00756922892931542,0.0075625042929484704,0.007534783045590836,0.7216725847920139,07/21/2013
51,1336665,1336665,B007WTAJTO,"[0, 0]",5,"I purchased this card to use in my ContourROAM2 and it works great.  All I had to do was put the card in the camera, format it, and I was good to go.  It allows me to easily record hours of 720p/60fps video without running out of space or slowing down.","01 14, 2013",AVVG2XSQM9W4C,AC,Great MicroSDHC Card,1358121600,sandisk,0.005298636767117017,0.005297183913340091,0.005299250673616284,0.7742169969660824,0.15408013056042882,0.005299682888441109,0.05050811823097439,01/14/2013
52,1336666,1336666,B007WTAJTO,"[0, 0]",5,Upgraded from 32GB to 64GB card for my Galaxy Note phone.  Looks like it works fine and has full capacity.  Good product.,"12 28, 2012",AGA9831VH03YG,A. Chock,Works fine in my Galaxy Note phone from AT&T,1356652800,sandisk,0.008418039859668682,0.008416597046737997,0.6496877990102717,0.008411015234627634,0.16997914210621454,0.008409777804795522,0.14667762893768388,12/28/2012
53,1336667,1336667,B007WTAJTO,"[0, 0]",4,"everything about it was great, except for the adapter.  It was to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one was fine.","07 10, 2013",A3IJIFZ5HH819V,A. Cho,Great but...,1373414400,sandisk,0.009533594572052738,0.009555868137176382,0.22034651136470904,0.009532561813816823,0.3790405042786699,0.009528584530897475,0.3624623753026776,07/10/2013
54,1336668,1336668,B007WTAJTO,"[0, 0]",5,"Liked the first one I purchased so much, I bought a second one. Very, very fast read and write speeds at a good price, plus SanDisk has the best software and device compatibility.  Forget thumb drives - this is your most flexible, durable option.  Use direct in your tablet or smart phone and/or buy a decent usb card reader you can load this in and, voila, instant super-speedy, upgradeable thumb drive.  Works great in my tablet and in my newer card reader - and still kicks the butt of every thumb drive I know of even when used with my old plastic USB 2.0 card reader held together with scotch tape, lol.  Have purchased several microSD cards since they first came out, from 2GB to 32GB, and all still work fine - I cannot say the same re the thumb drives I purchased during that same time period.One point - beware of counterfeits.  Samsung is the number one brand so, unfortunately, they get counterfeited a LOT.  So check reviews and only buy from a reliable seller.  I suggest buying direct from Amazon (or Memory Mogul) - I have purchased from both with no issues.","11 23, 2013",A1M1BDJBIS2KUJ,a_compulsive_reader,"Fast, reliable, compatible, buy it direct from Amazon or Memory Mogul to avoid counterfeits",1385164800,sandisk,0.07196810650848358,0.04279598405885299,0.10643345557873207,0.03206138203732294,0.11641141548659463,0.5316464099418219,0.09868324638819186,11/23/2013
55,1336669,1336669,B007WTAJTO,"[0, 0]",5,Really you can't say anything bad about it. Does what it says. Super fast and great storage size for lots of movies and such.,"03 16, 2014",A33S8906845ZOM,acondie13,Works as advertised with no problems whatsoever.,1394928000,sandisk,0.008937946158908637,0.7342678110999571,0.2210425133851406,0.00892990548077606,0.008947240071667523,0.008932266832004779,0.00894231697154536,03/16/2014
